ExperimentId,Proportion of Relevant complaints missed,Accuracy,"Precision (Ar I, Der, Rel)","Recall (Ar I, Der, Rel)",Features,5 most important features,Algorithm
63,0.4343891402714932,0.715372907153729,"(0.79297, 0.62555, 0.71839)","(0.94419, 0.64253, 0.56561)","['num_words', 'LDA', 'FacilityRegion']","[(0.18448733066773018, 'row_number'), (0.06877460109759444, 'num_words'), (0.05654357136703256, 6.0), (0.056145713421359066, 7.0), (0.05597153409961869, 1.0)]",Random Forest
64,0.3710407239819004,0.7305936073059359,"(0.82174, 0.63598, 0.73936)","(0.87907, 0.68778, 0.62896)","['num_words', 'LDA', 'FacilityRegion']","[(0.08492505004997312, 'num_words'), (0.08057255496392551, 5.0), (0.07675298624385712, 3.0), (0.07199754824832086, 10.0), (0.07036095595763164, 9.0)]",Random Forest
65,0.5067873303167421,0.6255707762557078,"(0.77731, 0.55189, 0.52657)","(0.86047, 0.52941, 0.49321)","['num_words', 'LDA', 'EnvironmentalTopic']","[(0.09956612876593175, 'num_words'), (0.08196876258295091, 6.0), (0.08137844246630456, 0.0), (0.07776603952877087, 10.0), (0.07643414902716764, 4.0)]",Random Forest
66,0.2895927601809955,0.7732115677321156,"(0.80247, 0.71233, 0.80513)","(0.90698, 0.70588, 0.71041)","['num_words', 'LDA', 'EnvironmentalTopic', 'FacilityEconomicSector']","[(0.08401595585784909, 'num_words'), (0.0764739632288191, 2.0), (0.07109864185220809, 7.0), (0.06415802963199127, 3.0), (0.06339473176389701, 8.0)]",Random Forest
67,0.2081447963800905,0.817351598173516,"(0.79592, 0.75566, 0.91623)","(0.90698, 0.75566, 0.79186)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'facility_num_sanctions', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_num_inspections', 'month', 'LDA']","[(0.10180914505959993, 'facility_num_sanctions'), (0.09505211314790665, 'facility_num_inspections'), (0.05527180923907326, 8.0), (0.05197473827004079, 10.0), (0.050007649626903745, 3.0)]",Random Forest
68,0.3257918552036199,0.7534246575342466,"(0.82743, 0.64634, 0.80541)","(0.86977, 0.71946, 0.67421)","['num_words', 'LDA', 'EnvironmentalTopic', 'FacilityEconomicSector', 'sanctions_inspections_ratio']","[(0.07590722161165282, 5.0), (0.07522997048434604, 'num_words'), (0.06997272541817412, 8.0), (0.06922116161767623, 9.0), (0.06309773775168528, 10.0)]",Random Forest
69,0.3574660633484163,0.7579908675799086,"(0.80169, 0.67206, 0.82081)","(0.88372, 0.75113, 0.64253)","['num_words', 'LDA', 'EnvironmentalTopic', 'FacilityEconomicSector', 'sanctions_inspections_ratio', 'month']","[(0.0709888902244372, 'num_words'), (0.06863744331475281, 7.0), (0.06389729687941918, 3.0), (0.06373566555252008, 8.0), (0.06337680246642853, 2.0)]",Random Forest
70,0.1545454545454545,0.86112493777999,"(0.82278, 0.87879, 0.8928)","(0.95168, 0.78378, 0.84545)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'facility_num_sanctions', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_num_inspections', 'month']","[(0.2736644623656682, 'num_words'), (0.1328347257967503, 'facility_num_sanctions'), (0.11537067470758834, 'month'), (0.11268122850856122, 'facility_num_inspections'), (0.07591284594112604, 'Ruidos')]",Random Forest
71,0.1969696969696969,0.8496764559482329,"(0.82286, 0.85855, 0.87603)","(0.959, 0.78378, 0.80303)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanctions_inspections_ratio', 'month']","[(0.29423533105387434, 'num_words'), (0.13041673495395834, 'month'), (0.07643835225042006, 'Ruidos'), (0.05214385300814795, 'FacilityRegion_Región Metropolitana'), (0.017837679895557877, 'Olores')]",Random Forest
72,0.1348484848484848,0.8815331010452961,"(0.84942, 0.9015, 0.90205)","(0.96633, 0.81081, 0.86515)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'facility_num_sanctions', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_num_inspections', 'month', 'populated_districts']","[(0.27561466649428656, 'num_words'), (0.1210794936149721, 'facility_num_sanctions'), (0.11570721974768178, 'month'), (0.11113511779940762, 'facility_num_inspections'), (0.07090833750292919, 'Ruidos')]",Random Forest
73,0.1378787878787878,0.8536585365853658,"(0.83399, 0.88194, 0.8518)","(0.93411, 0.76276, 0.86212)","[ComplaintType, num_words, EnvironmentalTopic, FacilityRegion, FacilityEconomicSubSector, sanction_inspection_ratio, month, facilities_num_sanctions, facilities_num_inspections]","[(0.28583637762794645, 'num_words'), (0.12558510567559428, 'facility_num_sanctions'), (0.11413117708866882, 'month'), (0.10975810758138861, 'facility_num_inspections'), (0.06302474981853741, 'Ruidos')]",Random Forest
74,0.1469696969696969,0.8666002986560478,"(0.82896, 0.88774, 0.89507)","(0.97218, 0.77177, 0.85303)","[ComplaintType, num_words, EnvironmentalTopic, facilities_num_sanctions, facilities_num_inspections, FacilityRegion, FacilityEconomicSubSector, sanction_inspection_ratio, month, facilities_num_sanctions, facilities_num_inspections]","[(0.2726431473197602, 'num_words'), (0.12137793280105028, 'facility_num_sanctions'), (0.11486870602091641, 'month'), (0.11247017766851496, 'facility_num_inspections'), (0.06360290205801579, 'Ruidos')]",Random Forest
75,0.6257575757575757,0.4952712792434047,"(0.51116, 0.51971, 0.44505)","(0.67057, 0.43544, 0.37424)","['ComplaintType', 'num_words']","[(0.9368206887765266, 'num_words'), (0.027421468841770012, 'ComplaintType_Sectorial'), (0.014996583946273333, 'ComplaintType_Ciudadana'), (0.010296125484339646, 'ComplaintType_Municipal'), (0.006220717090256609, 'ComplaintType_Autoridad')]",Random Forest
76,0.2863636363636364,0.649079143852663,"(0.54126, 0.66263, 0.81067)","(0.73939, 0.49249, 0.71364)","['FacilityRegion', 'num_words']","[(0.5280142109129145, 'num_words'), (0.11353880992064436, 'FacilityRegion_Región Metropolitana'), (0.03742628141175669, 'FacilityRegion_Región de Coquimbo'), (0.03352154225532399, 'FacilityRegion_Región de los Lagos'), (0.03239358814991421, 'FacilityRegion_Región de Valparaíso')]",Random Forest
77,0.1863636363636363,0.7685415629666501,"(0.72243, 0.76259, 0.83127)","(0.85359, 0.63664, 0.81364)","['FacilityRegion', 'FacilityEconomicSector', 'num_words', 'month']","[(0.44130568744946436, 'num_words'), (0.15716895123882607, 'month'), (0.058712539987075464, 'FacilityEconomicSector_Equipamiento'), (0.050169042367203945, 'FacilityRegion_Región Metropolitana'), (0.0253361299276501, 'FacilityEconomicSector_Minería')]",Random Forest
78,0.2590909090909091,0.6993529118964659,"(0.61663, 0.6609, 0.86549)","(0.78184, 0.57357, 0.74091)","['FacilityRegion', 'FacilityEconomicSector', 'num_words']","[(0.4541793070932223, 'num_words'), (0.08130250810037318, 'FacilityEconomicSector_Equipamiento'), (0.06735423973082347, 'FacilityRegion_Región Metropolitana'), (0.030611472849856543, 'FacilityEconomicSector_Minería'), (0.024202459825673886, 'FacilityRegion_Región de los Lagos')]",Random Forest
79,0.1787878787878788,0.6107516177202589,"(0.66087, 0.50289, 0.79356)","(0.11127, 0.91441, 0.82121)","['ComplaintType', 'FacilityRegion', 'FacilityEconomicSector']","[(0.13454569255587057, 'FacilityEconomicSector_Equipamiento'), (0.12677087717445037, 'FacilityRegion_Región Metropolitana'), (0.05441703687081045, 'FacilityEconomicSector_Minería'), (0.04367220365434135, 'FacilityRegion_Región de Ñuble'), (0.040909384204130074, 'FacilityRegion_Región de los Lagos')]",Random Forest
80,0.8696969696969697,0.3638626182180189,"(0.35227, 0.0, 0.48315)","(0.94436, 0.0, 0.1303)",['ComplaintType'],"[(0.36982188478684436, 'ComplaintType_Sectorial'), (0.30352883240228107, 'ComplaintType_Ciudadana'), (0.1593930880095697, 'ComplaintType_Municipal'), (0.09101924379532006, 'ComplaintType_Autoridad'), (0.07623695100598481, 'ComplaintType_Autodenuncia')]",Random Forest
81,0.1833333333333333,0.8412145345943255,"(0.82481, 0.85473, 0.84882)","(0.94436, 0.75976, 0.81667)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'month']","[(0.29865063428760047, 'num_words'), (0.1364456596010093, 'month'), (0.07235732336714713, 'Ruidos'), (0.04981182376389502, 'FacilityRegion_Región Metropolitana'), (0.01625025827201904, 'FacilityRegion_Región de los Lagos')]",Random Forest
82,0.1424242424242424,0.8606271777003485,"(0.84926, 0.86645, 0.8681)","(0.92387, 0.7988, 0.85758)","[ComplaintType, num_words, EnvironmentalTopic, FacilityRegion, FacilityEconomicSubSector, sanction_inspection_ratio, month, facilities_num_sanctions, facilities_num_inspections]","[(0.27190344286461227, 'num_words'), (0.11767442461823006, 'facility_num_sanctions'), (0.11664353637019337, 'facility_num_inspections'), (0.11054473808276512, 'month'), (0.07591236007085918, 'Ruidos')]",Random Forest
83,0.6236559139784946,0.5296296296296297,"(0.50476, 0.6044, 0.47297)","(0.67949, 0.55556, 0.37634)","['FacilityRegion', 'RAKE']","[(0.2724100483798343, 'FacilityRegion_Región de Antofagasta'), (0.1698249146633258, 'FacilityRegion_Región de Ñuble'), (0.14304869268308287, 'FacilityRegion_Región Metropolitana'), (0.09348015812380336, 'rake_feature'), (0.03773389788902561, 'FacilityRegion_Región de Coquimbo')]",Random Forest
84,0.2291666666666666,0.825925925925926,"(0.80645, 0.84091, 0.83146)","(0.92593, 0.7957, 0.77083)","[ComplaintType, num_words, EnvironmentalTopic, FacilityRegion, FacilityEconomicSubSector, sanction_inspection_ratio, month, facilities_num_sanctions, facilities_num_inspections]","[(0.1292330587667163, 'facility_num_sanctions'), (0.11159338098390287, 'Ruidos'), (0.09773182956870788, 'num_words'), (0.07244433176609785, 'facility_num_inspections'), (0.07204040608529705, 'month')]",Random Forest
85,0.20606060606060608,0.5838725734196117,"(0.73469, 0.49555, 0.72476)","(0.05271, 0.92042, 0.79394)","['FacilityRegion', 'RAKE']","[(0.2322237653407691, 'FacilityRegion_Región Metropolitana'), (0.07151392339250562, 'FacilityRegion_Región de Coquimbo'), (0.06262352577870281, 'FacilityRegion_Región del Biobío'), (0.06261882864000143, 'FacilityRegion_Región de Valparaíso'), (0.06195361628073954, 'FacilityRegion_Región de los Lagos')]",Random Forest
86,0.8696969696969697,0.3782976605276257,"(0.35566, 0.48739, 0.5443)","(0.9019, 0.08709, 0.1303)","['ComplaintType', 'RAKE']","[(0.3612265258657769, 'ComplaintType_Sectorial'), (0.24813314698385425, 'rake_feature'), (0.1586948999329298, 'ComplaintType_Ciudadana'), (0.11650467594792664, 'ComplaintType_Municipal'), (0.0655032172951531, 'ComplaintType_Autoridad')]",Random Forest
87,0.1727272727272727,0.5699352911896466,"(0.5, 0.48856, 0.69732)","(0.00146, 0.8979, 0.82727)","['FacilityEconomicSector', 'RAKE']","[(0.2651249168312564, 'FacilityEconomicSector_Equipamiento'), (0.1050999450937689, 'FacilityEconomicSector_Minería'), (0.09332498924424414, 'FacilityEconomicSector_Agroindustrias'), (0.08628767578058931, 'FacilityEconomicSector_Instalación fabril'), (0.08505709494605411, 'FacilityEconomicSector_Vivienda e Inmobiliarios')]",Random Forest
88,0.9712121212121212,0.5221503235440518,"(0.51426, 0.53299, 0.45238)","(0.73939, 0.78829, 0.02879)","['EnvironmentalTopic', 'RAKE']","[(0.41406368499135776, 'Ruidos'), (0.11252230151587839, 'Olores'), (0.05681194749837029, 'Emisiones atmosféricas'), (0.055333512702430025, nan), (0.05328833066611891, 'Residuos / sustancias peligrosas')]",Random Forest
89,0.9560606060606059,0.5151816824290691,"(0.5072, 0.54171, 0.32222)","(0.72182, 0.77027, 0.04394)","['EnvironmentalTopic', 'RAKE']","[(0.4255512049089616, 'Ruidos'), (0.10459617147885099, 'Olores'), (0.06816616016921105, nan), (0.052434551256302295, 'Emisiones atmosféricas'), (0.04669218200738051, 'Residuos / sustancias peligrosas')]",Random Forest
90,0.9590909090909092,0.5171727227476356,"(0.50498, 0.53102, 0.5)","(0.74231, 0.75826, 0.04091)","['EnvironmentalTopic', 'RAKE']","[(0.4224497216904532, 'Ruidos'), (0.10515137706493315, 'Olores'), (0.06888986912240175, nan), (0.0531519416431567, 'Emisiones atmosféricas'), (0.04235995200130667, 'rake_feature')]",Random Forest
91,0.2742424242424242,0.5973120955699353,"(0.50598, 0.49541, 0.85689)","(0.18594, 0.89189, 0.72576)","[RAKE, sanction_inspection_ratio, ComplaintType, facilities_num_sanctions, facilities_num_inspections]","[(0.5308040868071242, 'facility_num_sanctions'), (0.3727237267197566, 'facility_num_inspections'), (0.04481573663699446, 'sanction_inspection_ratio'), (0.02079137518171072, 'rake_feature'), (0.008566199624495773, 'ComplaintType_Sectorial')]",Random Forest
92,0.2257575757575757,0.7312095569935291,"(0.64253, 0.69151, 0.90925)","(0.81845, 0.5991, 0.77424)","[RAKE, sanction_inspection_ratio, ComplaintType, num_words, facilities_num_sanctions, facilities_num_inspections]","[(0.4520304492095038, 'num_words'), (0.2423040172518447, 'facility_num_sanctions'), (0.24166975265777269, 'facility_num_inspections'), (0.022189508070569238, 'sanction_inspection_ratio'), (0.010084530850220418, 'rake_feature')]",Random Forest
93,0.5863636363636363,0.5326032852165257,"(0.50673, 0.58824, 0.53529)","(0.7716, 0.40541, 0.41364)","[RAKE, sanction_inspection_ratio, ComplaintType, num_words, facilities_num_sanctions, facilities_num_inspections]","[(0.7782829747288283, 'num_words'), (0.15644173827852606, 'sanction_inspection_ratio'), (0.019643616276754688, 'rake_feature'), (0.018449051521610946, 'ComplaintType_Sectorial'), (0.01437081038296933, 'ComplaintType_Ciudadana')]",Random Forest
94,0.3318181818181818,0.6764559482329517,"(0.57841, 0.67179, 0.87154)","(0.83163, 0.52553, 0.66818)","['RAKE', 'facility_num_sanctions', 'ComplaintType', 'num_words']","[(0.49960069133533636, 'num_words'), (0.46263438940504725, 'facility_num_sanctions'), (0.011707508577028517, 'ComplaintType_Sectorial'), (0.010358969809267149, 'rake_feature'), (0.0062470173548258455, 'ComplaintType_Ciudadana')]",Random Forest
95,0.2681818181818182,0.6879044300647088,"(0.59487, 0.66545, 0.8579)","(0.78038, 0.54955, 0.73182)","['RAKE', 'facility_num_inspections', 'ComplaintType', 'num_words']","[(0.5128580512736881, 'num_words'), (0.4534704313914867, 'facility_num_inspections'), (0.009565248666711363, 'ComplaintType_Sectorial'), (0.0072358194713423125, 'rake_feature'), (0.006473192053184815, 'ComplaintType_Ciudadana')]",Random Forest
96,0.2151515151515151,0.7167745146839224,"(0.62322, 0.68512, 0.88245)","(0.77013, 0.59459, 0.78485)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words']","[(0.4446473086821968, 'num_words'), (0.2778263161561178, 'facility_num_sanctions'), (0.2366108858128824, 'facility_num_inspections'), (0.010784320412050656, 'rake_feature'), (0.009918962838276318, 'ComplaintType_Sectorial')]",Random Forest
97,0.1984848484848485,0.7381781981085117,"(0.64988, 0.68793, 0.92)","(0.81259, 0.5991, 0.80152)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityEconomicSubSector']","[(0.351530356648898, 'num_words'), (0.2106824042662526, 'facility_num_sanctions'), (0.1954580435770739, 'facility_num_inspections'), (0.023554633163570666, 'FacilityEconomicSubSector_Planta de Tratamiento de Aguas Servidas'), (0.012577984456201745, 'FacilityEconomicSubSector_Discoteca / pub')]",Random Forest
98,0.2015151515151515,0.7401692384270782,"(0.64401, 0.72311, 0.90862)","(0.87408, 0.54505, 0.79848)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityEconomicSector']","[(0.4113777104614602, 'num_words'), (0.21078861980482244, 'facility_num_inspections'), (0.20869065841427045, 'facility_num_sanctions'), (0.031077151955845886, 'FacilityEconomicSector_Equipamiento'), (0.02092805369151046, 'FacilityEconomicSector_Saneamiento Ambiental')]",Random Forest
99,0.1863636363636363,0.7451468392234942,"(0.64392, 0.77391, 0.87889)","(0.88433, 0.53453, 0.81364)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityEconomicSubSector']","[(0.3600721880579558, 'num_words'), (0.22000490079048324, 'facility_num_sanctions'), (0.1829751340892777, 'facility_num_inspections'), (0.023317802161792897, 'FacilityEconomicSubSector_Planta de Tratamiento de Aguas Servidas'), (0.012796509038398214, 'FacilityEconomicSubSector_Discoteca / pub')]",Random Forest
100,0.1848484848484848,0.7431557989049278,"(0.64732, 0.71702, 0.91186)","(0.84919, 0.56306, 0.81515)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityRegion']","[(0.3990857429244622, 'num_words'), (0.21753005934032474, 'facility_num_sanctions'), (0.2016439569061891, 'facility_num_inspections'), (0.03622843033717039, 'FacilityRegion_Región Metropolitana'), (0.013709747779312477, 'FacilityRegion_Región de Antofagasta')]",Random Forest
101,0.1787878787878788,0.8043802887008462,"(0.75301, 0.80322, 0.87419)","(0.91508, 0.67417, 0.82121)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityRegion', 'month']","[(0.3898905462744921, 'num_words'), (0.1721261416884406, 'facility_num_sanctions'), (0.15167321389888963, 'facility_num_inspections'), (0.13896181883598263, 'month'), (0.026803617280350703, 'FacilityRegion_Región Metropolitana')]",Random Forest
102,0.1848484848484848,0.7919362867098059,"(0.74134, 0.7774, 0.87196)","(0.87701, 0.68168, 0.81515)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'month']","[(0.43642770433163186, 'num_words'), (0.1988364459405231, 'facility_num_sanctions'), (0.17258080426286168, 'facility_num_inspections'), (0.14878792728156515, 'month'), (0.011326490996816463, 'rake_feature')]",Random Forest
